ID,WT,N_mass,N_perc,d15N,C_mass,C_perc,d13C,C:N
SA691,3.29,42.65527492,1.296512916,3.158475639,1288.59985,39.16716869,-33.86390797,30.20962477
SA692,2.68,80.2678101,2.995067541,7.020053134,1501.638582,56.03129037,-34.63944835,18.70785537
SA693,2.85,32.81931105,1.151554774,5.742238572,1563.379544,54.85542259,-34.41011976,47.63596474
SA702,3,25.04957048,0.834985683,5.41887991,1228.376269,40.94587563,-33.11741833,49.03781763
SA703,3.04,22.69912812,0.746681846,4.808649713,1204.666141,39.62717569,-29.95048214,53.07103139
SA705,2.39,52.29174501,2.187939122,6.00425092,1383.655095,57.89351863,-34.71853818,26.46029684
SA714,2.77,33.08797663,1.194511792,5.24835828,1268.510356,45.7945977,-32.59127637,38.33750158
SA719,2.08,39.51698871,1.899855226,3.59419736,1271.522871,61.13090728,-34.28443793,32.17661348
SA725,3.46,23.64035385,0.683247221,4.434604297,1038.26917,30.00777947,-34.11916166,43.91935824
SA737,2.84,22.81715818,0.803421063,3.641685298,1032.076679,36.34072814,-33.41441418,45.23248124
SA745,2.97,32.75315984,1.102799995,3.917771929,1259.037238,42.39182621,-33.95445907,38.4401763
AC679,3.31,31.71465442,0.958146659,2.315467349,1232.471407,37.2347857,-34.348485,38.86125923
AC681,3.03,29.55277533,0.97533912,3.25550493,1292.929527,42.67094147,-34.56218226,43.74985132
AC686,2.77,43.45071921,1.568618022,5.951038286,1196.28582,43.18721371,-33.93067914,27.53201423
AC691,2.39,34.54343643,1.445332068,4.674220068,1380.373857,57.75622834,-34.58827629,39.96052507
AC695,2.78,29.71802602,1.068993742,3.639339045,1488.423559,53.54041579,-34.70221086,50.08487299
AC698,3.08,17.92927337,0.582119265,5.044006739,1260.109687,40.91265219,-33.21330598,70.28225077
AC704,3.21,25.30265321,0.788244648,3.337682704,1353.948559,42.17908284,-34.29833828,53.51014171
AC706,3.46,32.57515295,0.941478409,3.44434891,1052.289072,30.41297895,-32.85197871,32.30342689
AC707,2.52,48.32989681,1.917853048,5.233960948,1150.8253,45.66767062,-33.25768605,23.81187165
AC709,2.81,42.24716682,1.503457894,5.913412364,1093.877191,38.92801393,-32.16987981,25.89232068
AC710,2.77,52.03210788,1.878415447,7.253562346,1256.651833,45.36649217,-33.0179586,24.15146886
AC711,3.04,45.47881694,1.496013715,7.886271146,1578.441306,51.92241138,-33.04303481,34.70717605
UR713,2.85,35.84898352,1.257859071,5.251435968,1199.917849,42.10238065,-32.326175,33.47146085
UR701,2.34,60.58169225,2.588961207,7.782504546,1509.499635,64.50853141,-33.237019,24.91676245
UR705,2.78,39.67523055,1.427166567,5.839036087,1368.76181,49.23603635,-32.87896236,34.49915203
UR709,3.2,49.23732215,1.538666317,8.440331503,1344.22788,42.00712125,-33.40354171,27.30099488
UR700,3.19,54.97377789,1.723315921,5.416612612,1276.967591,40.03033201,-32.08255027,23.2286672
UR695,3.26,78.81577441,2.417661792,6.938158706,1127.571431,34.58808069,-32.04221847,14.30641821
UR694,3.64,31.73807277,0.871925076,8.173961481,989.5012311,27.18409975,-32.06422305,31.17710512
UR690,2.84,57.07315124,2.009618001,8.772001318,1101.941177,38.80074567,-31.61070407,19.30752294
UR689,3.81,103.3144681,2.71166583,-1.668631635,1125.643844,29.54445785,-29.92535496,10.89531664
UR684,3,84.42069562,2.814023187,-1.548690139,1067.959224,35.5986408,-29.73519744,12.65044331
UR683,2.58,95.50333651,3.70167971,-1.60347862,966.9214747,37.47757654,-29.21993645,10.12447847
UR682,2.63,87.75224052,3.336587092,-1.496553898,1005.971922,38.24988296,-30.23813787,11.46377478
PL694,2.41,70.36938749,2.919891597,-1.470102044,1149.056831,47.67870666,-29.84663422,16.3289304
PL690,3.06,76.17052528,2.489232852,-1.671355231,933.1995629,30.49671774,-29.23999137,12.25145238
PL667,2.93,40.11399112,1.369078195,-1.33959979,938.9652305,32.0465949,-28.84660337,23.4074248
PL665,3.39,92.74071943,2.735714437,-1.776028433,1020.478875,30.1026217,-29.79270961,11.00356868
PL664,3.1,56.34737238,1.817657174,-0.866372641,806.8402992,26.02710643,-29.36411833,14.31904036
PL663,2.81,107.0076919,3.808102913,-1.811232331,1042.943736,37.11543546,-29.5627915,9.746437086
PL660,2.92,88.74990339,3.039380253,-1.030264525,1077.69747,36.9074476,-29.86956947,12.1430833
PL659,2.83,116.9863813,4.133794393,-0.332863342,1250.066568,44.17196354,-30.07022177,10.68557343
PL651,2.89,48.9185936,1.6926849,4.850306496,1167.548639,40.39960687,-30.20370463,23.86717509
PL646,2.24,54.22848864,2.420914671,6.117440234,1119.500527,49.97770209,-30.41985689,20.64414028
PL642,2.43,48.02021827,1.976140669,5.500495382,1337.765921,55.05209552,-29.79047484,27.85838902
PL641,2.91,24.58408106,0.844813782,5.120618349,751.1915824,25.81414372,-30.66691663,30.55601634
SA708,2.89,39.57511245,1.369381054,6.450873416,1061.675645,36.73618148,-31.08549837,26.826851
SA734,3.27,20.31090298,0.621128532,5.503819542,963.0414777,29.45080972,-31.09930194,47.41500063
SA746,2.97,44.80228811,1.508494549,3.671470282,1148.84698,38.6817165,-30.95943726,25.64259614
SA747,2.97,44.63901196,1.502997036,6.92624357,1210.685339,40.76381611,-31.08750929,27.12168763
SA748,3.74,55.7864642,1.49161669,5.429412632,1164.664313,31.14075702,-30.78950615,20.87718462
SA750,3.38,40.76707221,1.206126397,3.045774703,1049.357065,31.04606701,-30.07458911,25.74030971
SA752,3.01,48.41759173,1.608557865,3.492361226,1320.96282,43.88580797,-30.0369889,27.28270393
SA756,2.51,26.868239,1.070447769,5.064188542,1050.414117,41.84916803,-30.91348046,39.09501167
SA757,2.64,45.06386453,1.706964565,3.215571351,1121.337296,42.47489756,-29.86242369,24.88329191
SA762,2.53,26.43934528,1.04503341,3.250857712,864.4033089,34.16613869,-31.25915737,32.69382429
SA765,2.88,61.64166302,2.140335522,5.741402984,1226.561001,42.58892363,-31.51549899,19.89824642
SA766,2.75,33.65560767,1.223840279,5.349325348,1062.520202,38.63709824,-30.40401944,31.57037638
AC742,2.62,62.86897657,2.399579258,6.804439118,1448.330031,55.27977217,-27.26678604,23.03727705
AC740,3.02,26.48488716,0.876983019,5.858872369,879.443774,29.12065477,-30.00265817,33.20549446
AC739,3.14,21.02844281,0.669695631,4.439099777,757.294815,24.11766927,-29.3869683,36.0128813
AC737,3.11,26.09248337,0.838986603,5.394607575,1447.135768,46.53169673,-29.33197127,55.46178752
AC732,2.82,64.9735762,2.304027525,-1.770541175,891.2951753,31.60621189,-28.42480757,13.71781003
AC729,3.25,90.36716626,2.780528193,-1.927419115,1042.055907,32.06325868,-28.18553435,11.53135536
AC723,2.6,48.79036172,1.876552374,-1.97143281,778.2846177,29.93402376,-27.78214476,15.95160581
AC718,2.8,113.9094275,4.068193839,-1.178993378,1249.365936,44.620212,-29.39404337,10.9680644
AC716,3.14,68.14014856,2.170068426,-2.157084558,776.3692397,24.72513502,-29.05764684,11.39371217
AC713,2.52,110.3614817,4.379423879,-2.187145316,1109.334373,44.02120529,-28.85319128,10.05182565
AC712,2.81,88.73412269,3.157797961,-2.159769861,1210.379448,43.0740017,-26.9934214,13.64051856
AC708,2.66,73.29928466,2.755612205,-1.867756629,884.2395441,33.24208812,-28.62250131,12.06341301
PL698,1.86,100.0378109,5.378376929,-2.683565633,1204.252544,64.74476044,-28.74265922,12.03797378
PL697,3.84,75.2716524,1.960199281,-1.673533613,860.1215167,22.39899783,-28.50066416,11.4268983
PL696,2.77,80.90630932,2.920805391,-1.635028473,1036.118778,37.40501003,-27.06025581,12.8064027
PL687,3.85,75.22641022,1.953932733,-2.514952928,1129.926247,29.34873368,-28.05638635,15.02033984
FE_PLsplit1,3,37.5401122,1.251337073,5.377794341,1234.610776,41.15369253,-29.73512617,32.88777533
FE_PLsplit2,2.65,32.02568261,1.208516325,7.01062584,1079.801149,40.74721317,-29.78947637,33.71672548
FE_PLsplit3,2.83,32.99534161,1.165913131,4.980874389,1086.438995,38.39007049,-29.94304731,32.92704188
FE_PLmix1,2.42,28.83182699,1.19139781,3.752284943,976.1741037,40.33777288,-29.71944397,33.85751808
FE_PLmix2,2.82,44.14775307,1.565523159,5.323804536,1160.349401,41.14714188,-29.76520198,26.28331727
FE_PLmix3,2.9,30.75251544,1.060431567,5.844326892,1139.605409,39.29673824,-29.48133513,37.0573071
FE_ACsplit1,3.37,45.99776925,1.364918969,4.37135572,1283.31772,38.08064451,-29.39916787,27.89956428
FE_ACsplit2,2.4,28.96496471,1.20687353,6.089261974,958.785418,39.94939242,-30.13548925,33.10155658
FE_ACsplit3,2.81,30.55339883,1.087309567,4.468782556,1086.569689,38.66796048,-29.76139424,35.56297273
FE_ACmix1,3.22,44.14999535,1.371117868,3.674738235,1215.951291,37.76246246,-29.12630839,27.5413685
FE_ACmix2,2.41,31.58036969,1.310388784,4.445157081,960.2171343,39.84303462,-29.76782948,30.40550645
FE_ACmix3,2.9,10.56832169,0.364424886,0.986826533,537.376641,18.530229,-30.12494831,50.8478694
FE_URsplit1,2.73,33.96240151,1.244044011,5.812660941,1344.200889,49.23812781,-30.20188737,39.57908833
FE_URsplit2,2.87,32.94550873,1.147927133,5.011287186,1112.684813,38.76950568,-29.62545413,33.7734901
FE_URsplit3,3.06,44.4921757,1.45399267,3.974119837,1177.596433,38.48354356,-29.39925389,26.46749489
FE_URmix1,2.93,31.47803794,1.074335766,4.540936221,1149.074831,39.21757102,-29.24395083,36.50401696
FE_URmix2,2.91,39.89987128,1.371129597,4.796815856,1196.789042,41.1267712,-29.85548047,29.9948096
FE_URmix3,2.35,25.449018,1.082936936,5.411712494,890.0699102,37.87531533,-29.92205127,34.97462693
FE_SAsplit1,2.71,30.82716541,1.137533779,5.489006642,1060.314001,39.12597791,-29.50421662,34.39544269
FE_SAsplit2,3.22,43.3928681,1.347604599,4.27368991,1243.521003,38.61866468,-29.74727215,28.6572669
FE_SAsplit3,2.28,29.38428871,1.288784592,4.80256671,936.5467448,41.07661161,-29.68095672,31.87236397
FE_SAmix1,2.67,31.73702293,1.188652544,5.220013679,1056.553542,39.57129371,-29.64448529,33.29088379
FE_SAmix2,3.47,42.64899988,1.229077806,4.364314823,1376.620452,39.67205914,-29.41971108,32.277907
FE_SAmix3,3.49,47.01627785,1.347171285,5.289095499,1293.382278,37.05966412,-29.46931499,27.50924439
AC814,3.15,102.8012851,3.263532859,-2.172254186,1223.969121,38.85616256,-29.12939797,11.90616557
AC810,3.42,99.91978509,2.921631143,-1.723884384,1312.375305,38.37354694,-29.37743289,13.13428871
AC809,2.39,66.12517522,2.766743733,-0.552233532,913.1086101,38.20538118,-28.23698805,13.80878927
AC753,3.64,105.0502278,2.88599527,-2.389513673,1407.912503,38.67891493,-28.47924707,13.40227939
AC752,2.51,81.20600284,3.235298918,-1.47963226,944.0584735,37.61189138,-28.01401883,11.62547645
AC748,3.63,96.61406095,2.661544379,-1.780576072,1384.796204,38.14865575,-28.67044972,14.3332781
AC743,2.98,72.85725637,2.444874375,-1.86364685,1151.290101,38.633896,-28.80470666,15.80199637
UR814,2.35,39.9750585,1.701066319,7.580509786,1029.462023,43.80689458,-30.87334836,25.75260828
UR813,2.66,59.54245484,2.238438152,6.724274884,1190.265349,44.74681764,-30.69389276,19.99019611
UR812,2.86,45.78169568,1.60075859,8.240070567,1281.896554,44.82155785,-30.32305668,28.00019823
UR811,3.16,42.38367732,1.341255611,8.577620812,1320.022561,41.77286587,-31.07049192,31.14459728
UR809,2.91,49.21498226,1.691236504,7.286122067,1251.512148,43.00729033,-31.00187337,25.42949507
UR802,2.55,38.43510906,1.507259179,6.668182123,1122.402963,44.01580246,-31.14396602,29.20254398
UR800,2.97,52.0905623,1.753890987,6.719020781,1326.819487,44.6740568,-30.68426329,25.47139882
UR793,3.71,59.48089562,1.603258642,8.214816471,1593.544158,42.95267273,-29.75071157,26.79085682
UR791,2.81,70.16847055,2.497098596,7.218844454,1241.202811,44.17091854,-30.4061733,17.68889647
UR790,3.27,82.53416053,2.523980444,9.234554928,1412.297028,43.18951156,-31.1078322,17.11166648
UR786,3.24,64.07473274,1.977615208,7.032437902,1360.128316,41.97926902,-30.6853588,21.22721794
UR783,2.51,40.83647392,1.626951152,5.396885404,1125.736623,44.85006465,-30.68546673,27.56693991
UR782,3.46,57.20610383,1.653355602,7.964632183,1503.546497,43.45510106,-29.94144617,26.28297325
UR780,2.55,43.93268102,1.722850236,9.450859387,1122.105769,44.0041478,-31.2850047,25.54148171
PL769,2.89,36.76261389,1.272062764,7.593132263,1282.509048,44.37747572,-31.04545257,34.88623122
PL786,3.07,24.65125202,0.802972378,4.412375996,1373.043374,44.72453985,-31.23907248,55.6987277
PL791,3.52,29.54806006,0.839433524,4.204534618,1504.273757,42.73504991,-30.32140305,50.90939147
PL792,3.56,39.72376943,1.11583622,4.973688728,1512.206226,42.47770298,-30.7899114,38.06804459
PL795,2.81,26.46689608,0.941882423,10.34029529,1294.971985,46.08441226,-30.74957096,48.9279884
PL798,3.45,32.4780143,0.941391719,7.305143513,1509.988233,43.76777487,-30.548143,46.49262788
PL801,3.91,42.6319821,1.090332023,4.675858717,1675.531887,42.85247792,-30.78476045,39.30222814
PL803,2.81,18.9929599,0.675906046,5.822179812,1250.016923,44.484588,-31.28024342,65.81475081
PL804,3.32,28.54212524,0.859702568,5.028281801,1466.175386,44.16190922,-30.98555452,51.36882323
PL805,3.44,43.28895297,1.258399796,7.911677611,1503.566237,43.70832085,-30.50010327,34.73325488
PL811,2.84,29.28540755,1.031176322,9.277919898,1266.919521,44.60984228,-30.78603492,43.26111968
PL812,3.62,45.05062426,1.244492383,6.004294753,1587.003448,43.83987425,-31.01956394,35.22711337
PL685,3.42,28.98458769,0.847502564,4.55796918,1427.416083,41.73731236,-31.00088106,49.24741721
PL682,2.91,31.72581707,1.090234264,5.237521888,1279.019668,43.95256592,-31.02753997,40.31479049
PL677,2.96,28.83125091,0.974028747,4.088909873,1326.997868,44.83100906,-31.08696835,46.0263716
PL676,2.78,30.27971673,1.089198443,2.762438456,1246.922976,44.85334448,-31.90807055,41.18014008
PL674,3.01,21.43072257,0.711984139,3.911198662,1322.459008,43.93551521,-31.93575295,61.70855897
PL672,2.41,35.64359636,1.478987401,5.45340809,1083.041226,44.93946996,-31.66143124,30.385296
PL650,2.83,29.88184604,1.05589562,4.57830685,1281.841231,45.29474313,-31.75064152,42.89698933
PL640,2.55,28.41878067,1.114461987,3.910409247,1155.027717,45.2952046,-33.05593956,40.64311311
PL720,2.31,31.95899712,1.383506369,3.114350507,1042.774516,45.14175394,-31.86147535,32.62851184
PL717,3.63,29.30272439,0.807237586,7.301744198,1659.413441,45.7138689,-31.890068,56.63000542
PL706,2.36,33.334967,1.412498602,5.91375953,1075.657939,45.57872624,-31.76301509,32.26815671
PL703,3.54,30.38899787,0.858446268,5.291288952,1538.251574,43.45343431,-31.95661219,50.61870026
PL785,2.53,23.18660256,0.916466504,4.669213457,1156.445081,45.70929172,-32.01728075,49.87557266
PL766,2.93,26.5739456,0.906960601,4.620066376,1348.229425,46.01465614,-32.24744166,50.73501109
PL762,2.43,22.32207028,0.918603715,5.708107123,1110.812178,45.71243532,-32.08118965,49.76295498
PL761,3.38,42.61132031,1.26068995,8.985698916,1488.432057,44.03645138,-32.3360233,34.9304374
PL760,2.78,25.44219801,0.915186979,4.213671072,1234.228302,44.3967015,-33.31444459,48.51107209
PL780,3.61,40.47773382,1.121266865,4.403208369,1571.043472,43.51920975,-32.27898345,38.81253529
PL778,3.22,29.07939474,0.903086793,3.90713907,1438.356461,44.66945532,-32.57745853,49.46308114
PL777,2.64,26.35637484,0.998347532,3.416981685,1173.080963,44.43488498,-32.70191789,44.50843375
PL773,3.88,30.96297376,0.798014788,8.113118211,1630.687603,42.028031,-33.26460264,52.66572957
PL772,3.62,32.27597637,0.891601557,6.094304545,1592.242049,43.984587,-33.54925484,49.33211101
PL770,3.34,31.30359963,0.937233522,5.193706124,1512.148589,45.27390986,-33.26803761,48.30590114
PL755,3.56,25.36384404,0.712467529,5.809834501,1560.336307,43.82967154,-33.66759848,61.51813204
PL749,2.88,26.46022895,0.91875795,4.894189666,1310.101474,45.4896345,-33.16918372,49.51209893
PL747,2.95,23.56218642,0.798718184,4.664139764,1316.192041,44.61667935,-33.57864279,55.86035259
PL746,2.96,22.38491007,0.756246962,4.541968303,1357.766228,45.87048068,-33.75127941,60.65542474
PL729,2.49,17.92017063,0.719685568,3.740721896,1136.113675,45.6270552,-33.38149351,63.3985969
PL716,2.35,42.74394455,1.818891257,8.793763363,1097.015872,46.68152646,-33.01835557,25.66482536
PL715,2.71,31.41339474,1.159165858,8.403233351,1248.687943,46.07704585,-33.69239329,39.75017513
PL714,3.35,28.05489871,0.837459663,6.381951679,1453.194121,43.37892899,-33.87069274,51.7982309
SA751,2.25,18.30225802,0.81343369,3.447204085,944.5109955,41.97826647,-32.14694236,51.60625505
SA768,2.53,25.56425755,1.010444962,5.521228332,1090.649897,43.10869157,-32.61527376,42.66307733
SA773,2.42,28.14791699,1.163137065,9.305696979,1075.460616,44.4405213,-32.01871743,38.20746722
SA778,3,32.10458592,1.070152864,5.192667365,1301.704686,43.3901562,-32.9270004,40.54575534
SA783,2.79,18.33894408,0.657309824,5.189636087,1181.303014,42.34060983,-32.45094248,64.41499627
SA787,2.41,40.21426198,1.668641576,8.53076969,1097.930365,45.55727654,-33.21257172,27.30201453
SA789,2.13,33.06542466,1.552367355,5.133964132,938.4589508,44.05910567,-32.90411523,28.38188109
SA795,3.07,25.5759979,0.833094394,6.581529944,1347.344378,43.88743903,-33.23814783,52.68003163
SA797,2.23,17.8377555,0.79989935,6.274199866,998.94919,44.7959278,-33.11206402,56.00195551
SA806,2.58,27.61077284,1.070184994,7.100513286,1129.475063,43.77810322,-33.40410815,40.90704268
SA800,2.3,47.79838854,2.078190806,6.600736628,1001.880015,43.56000064,-32.68595117,20.96053958
SA799,2.91,33.43749775,1.149054905,4.204643294,1202.402791,41.31968354,-33.85419276,35.95971206
SA810,2.21,44.02602605,1.992127876,6.877789733,972.3937738,43.99971827,-33.08277999,22.08679413
AC777,2.66,86.50666469,3.252130251,-2.341339538,1052.442476,39.5655066,-31.13533692,12.16602766
AC782,2.62,44.4311348,1.69584484,-1.900998749,879.0590496,33.55187212,-29.76717013,19.7847535
AC784,3.08,75.7289452,2.458731987,-3.002683317,1148.302569,37.28255094,-31.75747764,15.16332448
AC785,2.66,47.27927985,1.777416536,-2.088303307,976.3412867,36.70455965,-30.40348165,20.65051096
AC788,2.45,91.22434972,3.723442846,-2.37723586,973.7562633,39.7451536,-31.43872669,10.67430205
AC789,3.49,111.4696938,3.193974036,-2.132362732,1421.904738,40.74225611,-33.65617297,12.75597599
AC793,2.32,69.83202103,3.010000907,-2.175045475,876.3653181,37.77436716,-30.69659407,12.54961986
AC794,3.24,115.5231529,3.565529409,-1.960055724,1252.169098,38.64719438,-32.39429905,10.83911811
UR717,2.85,41.91089793,1.470557822,7.826909906,1266.64218,44.44358527,-34.48241714,30.22226301
UR719,2.78,36.90948178,1.327679201,6.73911448,1218.299264,43.82371455,-34.68328315,33.0077586
UR721,2.82,67.23816923,2.384332242,6.17992593,1221.827534,43.32721751,-34.6500537,18.17163596
UR723,2.48,76.82908168,3.097946842,4.683522197,1066.919161,43.0209339,-33.27967256,13.88691804
UR724,3.24,61.42119759,1.895715975,6.732549242,1427.410817,44.05588942,-35.07292911,23.23970996
UR727,3.44,54.07636609,1.571987386,5.250136746,1502.317186,43.67201123,-35.34014144,27.78140054
UR730,3.14,82.43165135,2.625211827,5.157273062,1361.277038,43.35277189,-34.63013462,16.51400906
UR733,3.77,62.07372373,1.646517871,6.35996462,1613.538734,42.79943591,-35.88888317,25.99390913
UR734,2.99,71.28960474,2.384267717,6.360111339,1299.574865,43.46404231,-33.9365611,18.22951424
UR736,2.5,54.55414682,2.182165873,7.84846367,1099.324864,43.97299455,-33.28736262,20.15107793
UR738,2.89,62.55850981,2.164654319,10.44851134,1264.479657,43.75362134,-33.92208315,20.2127522
UR743,2.29,54.50821741,2.380271503,6.484373252,1014.553696,44.30365486,-32.67073259,18.61285774
UR744,2.34,57.92462197,2.475411195,5.755577771,1029.887021,44.01226586,-32.54972594,17.77977976
UR751,2.63,51.52154355,1.958994051,4.747946258,1124.794653,42.76785754,-33.0035287,21.83154028
UR754,2.61,56.23465142,2.154584346,8.244822465,1141.172103,43.72306908,-33.87058969,20.29304129
UR756,2.75,65.91860846,2.397040307,8.742032918,1206.626266,43.87731877,-32.57117532,18.30478972
UR760,3.17,48.11506629,1.517825435,7.247986902,1401.748207,44.21918635,-33.60983843,29.13324901
UR763,3.64,81.48074395,2.238481977,6.505004468,1454.339818,39.95439061,-34.25142316,17.84887751
UR764,3.32,70.58067556,2.125923963,6.258801684,1439.765441,43.36642895,-33.60409606,20.39886172
UR767,2.52,71.1756655,2.824431171,7.521454632,1112.167393,44.1336267,-33.66821093,15.62566904
UR770,2.34,42.02733416,1.796039922,7.418200844,1058.959769,45.25469099,-32.9485359,25.19692934
UR771,2.31,38.85992129,1.682247675,6.227724866,1057.325613,45.77167157,-31.78356437,27.20864012
UR774,2.72,69.65362927,2.560795194,6.608451708,1219.456047,44.83294289,-32.84208984,17.50743011
UR779,2.6,77.54233306,2.982397425,10.66619901,1158.826406,44.57024639,-32.78148126,14.94443564
PL742,4.52,68.27702603,1.510553673,2.971895781,1992.37595,44.07911393,-35.07750274,29.18076644
PL739,2.16,41.25062988,1.909751383,6.607321518,1016.067435,47.04015903,-32.61924773,24.6315617
PL702,2.41,29.01436147,1.203915414,7.178902704,1119.70664,46.46085644,-32.33945361,38.59146241
PL736,3.95,34.1160036,0.863696294,6.672933428,1776.940617,44.98583839,-34.25715829,52.08525117
PL733,3.35,35.51426234,1.060127234,4.667162583,1547.273729,46.18727548,-33.66052341,43.56767188
PL731,3.71,41.93262627,1.130259468,3.402955371,1651.552781,44.51624746,-33.93654592,39.38586556
PL728,3.12,35.58932205,1.140683399,4.212900153,1400.313315,44.88183702,-32.86447292,39.34644535
PL721,4.07,58.90860955,1.447385984,1.999901796,1742.908517,42.8233051,-34.23917781,29.58665178
AC796,2.37,77.98586807,3.290542956,-1.689327145,974.0040958,41.09721923,-29.11518217,12.48949483
AC804,3.53,103.0825535,2.92018565,-2.018693215,1435.000019,40.65155861,-29.56095091,13.92088157
AC805,3.58,65.79706086,1.837906728,-1.391771315,1179.377168,32.94349633,-29.16301384,17.92446582
AC806,2.71,93.88830365,3.46451305,0.933522551,1115.572266,41.16502825,-30.04158099,11.88190884
AC776,2.87,102.198462,3.560922022,-1.737362772,1183.707065,41.24414862,-30.15943333,11.58243521
AC769,2.46,53.35225661,2.168790919,-1.016172762,969.1687649,39.39710426,-29.28993854,18.16546902
AC767,2.33,56.80627803,2.438037684,-1.559624954,871.7378422,37.4136413,-28.09198907,15.34580107
AC766,2.94,96.79265749,3.292267261,-2.496416905,1300.400604,44.23131305,-30.588929,13.4349096
AC763,2.38,65.23608191,2.741011845,-1.02771819,713.2572039,29.96879008,-28.7669958,10.93347704
AC758,3.21,89.7447827,2.795787623,-0.408631482,1180.187387,36.76596222,-29.11230852,13.15048465
AC757,2.89,85.76900181,2.96778553,-2.047802233,1188.55272,41.12639168,-29.55584381,13.85760233
AC755,3.35,75.9356174,2.266734848,-1.775532814,1169.679486,34.91580554,-28.36758404,15.40356852